start	end	text
5516992	5519415	And so we stand on his shoulders.
5519476	5523882	But I want to talk about Richard, the guy that fought for me.
5524523	5527387	And that was when I was in a race for state senate.
5528148	5534216	And at 11 o'clock on election night, I was losing by 600 votes.
5535498	5541767	And even my staff left the little restaurant we were at.
5542591	5551464	There were like three people there, and fortunately I was paying my campaign manager, so they were there.
5552105	5556552	But at 12 o'clock, I was losing by 400 votes.
5557393	5560618	At one o'clock, I was losing by 300 votes.
5561820	5571214	Okay, I could be off a vote or two, but the bottom line is Richard stayed the whole time, praying, praying.
5573236	5579136	Yes, to baby Jesus, praying for him to pull us through.
5579157	5584495	At three o'clock, as you all know, I won by 29 votes.
5585403	5590107	It was the closest race in California history at the time.
5590607	5600436	But the point I'm trying to make is, Richard, with those thousands of people that he's helped get elected, he's not just there in numerical counts.
5600496	5602758	He's not just there to do publicity.
5603338	5607662	He's there behind the scenes becoming their friend, becoming their advocate.
5608282	5609844	And finally, just let me say this.
5610424	5614768	Whatever you think about political stalwarts,
5615727	5621338	Richard never asked me to change my opinion on a vote.
5622200	5631740	He always let whoever got elected under his wing, he always let them do what they needed to do as an individual.
5632762	5634445	And that's the strength.
5635049	5636210	of Richard Polanco.
5636270	5646302	That's why he continued to build, because his loyalty generated a return loyalty from all these people here and hundreds and hundreds more.
5647002	5655091	So we're here to celebrate, I believe, one of the most incredible politicians in the history of California.
5655752	5660938	I'll tell you something, the Energizer bunny has nothing on this guy.
5661475	5667068	And so we are so gracious to have the opportunity to speak before this council.
5667148	5668632	Of course, Tony and I served here.
5669273	5676530	And so we are just honored to be here to tell you what a great man we had the pleasure to know and work with.
5676550	5677071	Thank you.
5683025	5683526	Thank you.
5683546	5685050	Thank you, Richard.
5685131	5691808	Finally, before we hear from the man of the hour, please welcome former Congress member, city council member, Tony Cardenas to share a few words with us.
5691829	5692410	Thank you.
5696204	5699110	Thank you, Councilwoman, Councilmembers, and Council President.
5699671	5704161	This is truly an honor to have a few moments to speak about this great, great man.
5705543	5713099	The first person who ever endorsed me when I decided to run for office was State Senator Richard Polanco.
5713079	5717488	And yes, and every moment with him was like going to school.
5719132	5723080	Some people don't realize it, but rabbi means teacher, and he is my rabbi.
5723320	5724162	He is my teacher.
5724844	5730295	I was fortunate to get to Sacramento after winning that race, and we had
5730798	5737765	literally on the docks where the United States Postal Service would not deliver that mail until they got the cashier's check.
5738225	5746674	We literally had bags and bags of mail on the docks, and the only person that was in the position to help me was Senator Richard Polanco.
5746974	5756704	With one phone call, we explained to him how much money we needed, and he sent Bill Mabee with a cashier's check to my campaign the following morning, and we won that race.
5759941	5763506	When I got to Sacramento, I didn't even have a place to stay.
5764047	5770477	So I slept on the couch of Richard Polanco and then speaker Cruz Dustamante.
5771078	5775885	And the thing about it is I didn't realize that they just wanted to have somebody to make fun of.
5776766	5779651	Because I was new to politics and they were veteranos.
5779671	5780953	They really knew what they were doing.
5780973	5788564	So every night they would open up a bottle of wine and I didn't know the difference between ripple or duck corn or anything back then.
5789168	5790951	Because of him, I do know the difference.
5791932	5794156	But literally, they would ask me questions.
5794557	5796339	These veteranos would ask me questions.
5796820	5797762	And then they would laugh.
5797862	5800386	And they would say, this guy doesn't know what happened in committee today.
5800746	5801828	Because I would tell them the answer.
5801848	5802970	And they said, no, that's not what happened.
5802990	5803831	And they would school me.
5803851	5804693	They would teach me.
5805173	5812725	I tell all of you that because there's somebody in your life, somebody who is more experienced than you, somebody who's been there, done that.
5813126	5817032	And if they afford the time to offer you their wisdom,
5817012	5823521	Please, please, please take it, because they will tell you the mistakes that they made so that you don't have to make them.
5824061	5829989	They will help you understand and read between the lines so that you understand how to do it for yourself.
5830550	5834195	That is what I learned from this man, and that's what I appreciate about him.
5834275	5835456	And that's not the only thing.
5835857	5842986	So when I got elected, I went from the state legislature to the city council and to Washington, always with this man's support.
5842966	5849214	And when I got to Washington, I got there, and I said something along the lines of what Richard Polanco said when he got to Sacramento.
5849575	5851678	He said, there's not enough Latinos here.
5852619	5855323	When I got to Washington, I said, there's not enough Latinos here.
5855943	5862032	So I vied to be the chairman of the committee that elects Latinos on behalf of the Hispanic Caucus.
5862673	5866037	And they elected me.
5867047	5874356	They elected me, and I made some lofty promises, but I knew in the back of my mind by channeling Richard Polanco and what he taught me, I could make it happen.
5875297	5880604	The Hispanic caucus had never been able to raise a million dollars or more in an election cycle.
5881365	5883988	And I was crazy enough to say, we're going to raise three million or more.
5884189	5887052	And people literally laughed at me, but they voted for me anyway.
5887072	5888995	This young man's got crazy energy.
5889015	5889876	He doesn't know what he's doing.
5889896	5892379	He's a freshman, but hey, I like his energy.
5892359	5894184	So they elected me to be their chairman.
5894364	5903648	We raised $6 million in the first term, and then an additional $11 million in the next term, and then another $18 million in the next term.
5904049	5909423	And we went from 25 members of the Hispanic caucus to 43 in just six years.
5910905	5912406	But that is what he did.
5912467	5915369	That is what this man did in Sacramento.
5916110	5920194	He more than doubled and tripled the number of Hispanics since the day he got there.
5920795	5922336	He is a rabbi.
5922536	5924678	He is a teacher of the best kind.
5924979	5926520	And there's something else I'm gonna tell you.
5926580	5930104	People think that he only helped Latinos and Latinas get elected.
5930584	5939713	There's a person who is now, well, there's two people who helped get elected, who are now the United States Senators of California, Senator Alex Padilla and Senator Adam Schiff.
5941516	5951694	Richard Polanco was the one who recruited Adam Schiff to run for the State Senate, and Richard Polanco muscled that good man into office, and he was grateful.
5951954	5956823	But there was not a quid pro quo, as was said earlier by Richard Alarcon.
5956843	5964216	There was not a quid pro quo, because when Richard Polanco ran for pro tem of the State Senate, he did not get the commitment
5965208	5968772	of State Senator Adam Schiff at the time to vote for him for pro temp.
5969053	5970454	You know why he didn't get the commitment?
5970634	5972056	Because it was not a condition.
5972937	5975200	And that is one of the things that I want to set straight here.
5976481	5984291	Especially when it comes to elected officials of color, people assume that we don't have integrity.
5984951	5987975	People assume that we work on quid pro quos.
5987995	5989697	And that is just not the case.
5994622	6003743	So when I got to Washington DC, immediately when I was able to do that for the Hispanic Caucus, I begged the Black Caucus to follow our lead.
6004163	6007892	I begged the Women's Caucus, who didn't even have a PAC at the time, to open a PAC.
6008213	6010478	I begged the Gay Caucus to do the same.
6010718	6012883	The Asian Caucus to do the same.
6012863	6013864	And you know what?
6014124	6015126	They finally listened.
6015426	6036411	And now, together, and I did the count, together, last cycle, together we raised over $50 million to elect people of our communities to Washington, D.C. And for the first time, people who run for President of the United States have to meet with the Hispanic Caucus if they want our endorsement.
6036631	6037752	That never happened.
6038173	6041757	That is true power, where it belongs.
6042479	6045364	I give you these examples not because I was a part of it.
6045624	6057945	I give you these examples because if I didn't have the teacher to teach me how to be empowered, how to understand my power, and how to follow my passion for improving the community for everyone, I would not have been able to do that.
6057966	6058867	And that is the truth.
6059248	6060710	That is the simple truth.
6060730	6065759	So I stand here grateful and honored to call this man my friend.
6066360	6068183	And even though back then,
6068315	6070300	I didn't used to say, I love you, Richard.
6070701	6072445	I will say it again before all of you.
6073067	6079222	Now that I'm a grandfather, now that I've learned how to say that more than ever, Richard, I love you, brother.
6079402	6081447	And thank you so much for being you.
6092767	6093688	Thank you, Congressman.
6094108	6094769	Thank you so much.
6095169	6101995	And before I pass it to the man of the hour, I want to make sure that we can recognize a few other titans and leaders that are here with us today.
6102035	6105378	We have retired Senator Dean Flores with us here today.
6107300	6110663	We have Congresswoman Lucille Roybal here with us today.
6110703	6116729	And retired Assemblyman Manny Gomez also joining us here today.
6116769	6118050	Manny Diaz, sorry.
6118450	6121693	Manny Diaz joining us here today.
6122483	6130461	And now it is my pleasure to introduce the man who taught us what it means to build true people power, what it looks like to build pipelines of leadership.
6131122	6134991	Please let's give a huge round of applause to welcome Senator Richard Blanco to the podium.
6177833	6183219	Mr. President, members of the Council, I want to thank you for the honor.
6184421	6191729	Estimado público, es un placer y un gran honor estar aquí con cada uno de ustedes.
6193411	6206727	Let me begin by acknowledging Senator Scutia, former Congress member Tony Cardenas, Senator Durazo, my former colleagues who are here,
6207382	6225413	Assemblymember Manny Diaz, Lucille Roybal-Allard, Dean Flores, and Papa Chulo, which is the nickname we gave to Senator Alarcón.
6225433	6230080	I'm one who believes and subscribes to the notion that no one makes it alone in this world.
6230681	6233406	At some point in our path,
6233622	6239290	We were touched by a teacher who saw more in us than we saw in ourselves.
6239951	6247181	We were touched and blessed with parents who provided, at times, worked two jobs.
6248243	6255112	We were blessed with opportunities that at that point in time growing up were limited.
6255793	6259258	But before I go further, let me introduce my family.
6261652	6268763	Let me begin by introducing the foundation, the rock, of the Polanco family.
6268783	6270025	A quick story.
6270946	6281582	When we met, we were both in a different relationship, and my wife was engaged.
6283104	6285668	They're laughing, but it's a great story because
6293849	6295010	Let me put it this way.
6296312	6299415	We ended up 47 years ago in marriage.
6305161	6308345	We celebrate this year our 48th.
6309886	6315793	And it's not about the woman behind or a spouse, a good partner.
6317054	6320818	They stand with you, next to you.
6322064	6322865	on that journey.
6323245	6327690	And so to my wife, Libby, thank you.
6328031	6331835	You're my partner, my soulmate, and te quiero mucho.
6338763	6343468	Let me introduce my siblings, the oldest, Richard Jr.
6346972	6349995	Excuse me, my children, my children.
6351528	6357895	He looks like my brother, so I'll introduce him as a brother.
6358636	6364843	No, my oldest son, Richard Jr., his son, my grandson, Rocco Polanco.
6366444	6369808	Also with us today is Gabriel.
6371110	6373672	Right here, his wife, Melissa.
6374133	6375434	My granddaughter, London.
6376295	6377957	My granddaughter, Berlin.
6379158	6380640	The joy of my life.
6382207	6388713	And the Jew, my precious one, Liana Polanco, my daughter.
6389134	6389954	Please welcome them.
6393978	6395880	I'm a little nervous, and I don't know why.
6396260	6397682	So I'm just going to put this away.
6397722	6399263	Thank you.
6399964	6403187	And be very, very short.
6407251	6410374	I got into politics because I believe that government
6411620	6414464	could make a difference in people's lives.
6414484	6421474	I grew up in a period of time when the 60s and 70s, our country was torn apart, much like we see today.
6423076	6427582	It was a time when US students were protesting.
6428844	6433230	Our military National Guard had killed students at Kent State.
6433731	6438117	There are a lot of parallels that are happening today that
6438316	6440619	I experienced, watched, and watched.
6440879	6451590	And so my way of being is based on a series of decades of events that occurred.
6452571	6464104	And so when I realized that we could either continue to do the marching and the protesting of which I participated, student walkouts, Chicano moratorium,
6465569	6472018	Or we can get into the system and make the system work for the benefit of people.
6472038	6488202	And I got to see how government, through the war on poverty, the great society, was able to invest money in making quality of life more pleasant, more enjoyable,
6488738	6496592	And so when I got to the legislature, I made it a point to bring my experience.
6496792	6502122	The first hearings on HIV and AIDS, I remember holding them at Plumbers Park.
6502663	6509515	From there came the legislation that I authored dealing with the
6509495	6512284	issues of standards for hospice care.
6513227	6518965	And of the 250 bills that were signed by three different governors,
6519940	6529270	The majority of them were based on the following experiences that one had, or experiences that people brought to my attention.
6529631	6538060	For example, I see my dear friend Monica Lozano, the daughter of the La Opinion who's seated here.
6538961	6543906	Her reporter reported the abuse of
6544055	6549583	who would send money to Mexico, and it would not get there.
6551206	6573859	And so I met with her, and make a long story short, today all of those money transmitters have standards, have bonding requirements, but it was the result of listening and watching and not being afraid and not being victim to circumstance and being able to deal with
6574801	6577144	the process, because the process works.
6577925	6583512	I'll end my comments today by thanking the city council.
6584874	6596488	I'll end my comments by saying there are issues that can, in fact, be dealt with at the local level, at the state level.
6597110	6612451	You represent an entity of government in the state of California that can leverage procurement so that women and minority businesses can strive.
6612772	6613914	Why is that important?
6613954	6622105	Because when they strive, those communities and that economic growth within those communities grows.
6623738	6629243	You have a pension fund, I would request, make sure they're not sending money to the
6631045	6634428	equity managers who are funding the detention facilities.
6634989	6644377	Make sure that the businesses in Los Angeles are not allowing for surveillance without proper authorization of our people.
6645098	6646479	They're popping up everywhere.
6647020	6657169	And so I want to just say to all of you, Mr. President, to the members of the council, you have the power to make a difference.
6658190	6660512	Don't be afraid to exercise it.
6660745	6663768	Utilize it for the betterment of people.
6664509	6666691	Don't make it an agenda about you.
6667391	6670154	Make it agenda about community.
6670855	6678602	And with that, I want to give special acknowledgment to the councilwoman.
6678702	6687191	But I want to have my family who is here, my nieces, my great-grandnieces, my cousins.
6687411	6690634	Please stand.
6699743	6707093	This is, when I ran for office, it was like I had a team.
6707533	6711218	And so to my family that are here, thank you so much for being here.
6711258	6715383	To my brother John, my parents who are up in heaven, I appreciate you.
6715403	6716505	I love you.
6716545	6717466	We miss you.
6717526	6718748	You're always in our hearts.
6719389	6721852	Again, Councilwoman, mil gracias.
6722152	6724535	You have no idea.
6724595	6728080	No idea.
6735299	6740949	We have to know the shoulders we're standing on.
6740969	6741169	Thank you.
6741189	6742952	We have to know the shoulders that we're standing on.
6743012	6744455	Thank you, Senator.
6744475	6751547	I now want to offer my colleagues an opportunity to say a few words, because I also know that your impact has reverberated here for many years.
6751927	6754251	Thank you so much, Council Member Hernandez.
6754271	6756856	And congratulations, Senator Polanco.
6756876	6758558	It's a long list, so I'm going to keep it short.
6758919	6760682	Council Member Jurado, to start.
6761658	6762840	Thank you, Council President.
6762880	6764383	Thank you, Council Member Hernandez.
6764463	6766788	And congratulations, Senator Polanco.
6766848	6769553	Your legacy has built our city.
6769573	6770876	It has built our state.
6771297	6774763	It has built my neighborhoods in CD14.
6774864	6781677	And I cannot understate and underscore exactly what Council Member Hernandez said, which is we stand on the shoulders of giants.
6782077	6784442	So many of them are right there.
6784422	6790893	Right there, and I'm trying to fill the shoes and support the legacy and make sure it goes onwards.
6791374	6798345	And today, all of you and your words and what you embody just remind us to be courageous in this moment.
6799147	6807561	What you just said about holding folks accountable to protect our communities, you fought so hard, all of you fought so hard to make sure that Latino communities
6807541	6818357	We're no longer iced out from government positions of power and decision making and want to make sure that we protect that and widen our ability to represent and govern ourselves.
6818558	6820941	And so just thank you so much for all that you've done.
6820961	6830055	I see you everywhere in our neighborhoods because you're a true CD14 resident or, you know,
6830035	6857258	Compañero, and this is the neighborhoods that you built and you're really there So appreciate everything that you do and thank you all of you for all the work that you've done Thank you so much councilmember ramen I just Sir you're disrupting the meeting this is your first warning and That's your second warning, and you're leaving and that's excellent because you're dismissed all right
6858149	6858950	Councilmember on it.
6859090	6860753	Thank you so much councilmember Hernandez.
6860773	6880883	Thank you for bringing this presentation forward senator Polanco and everyone who is here It's just been really incredible to listen to your memories of building power and to understand that where we are today came about because of the work that and the vision that you had for it and Every step that you took towards it
6881268	6900639	It's been awe-inspiring to hear it and to understand what it took to build it and to know that if we want to continue building that power today, we have to be as deliberate, as thoughtful, as generous to other people, as open to bringing more people into this work as you were.
6900860	6906769	And I just want to say thank you and thank you to everyone from the Polanco family and the community who's here.
6907255	6911621	I think this full house is a recognition of what you brought for this city, so thank you very much.
6913163	6913683	Thank you so much.
6913743	6914604	Council Member Hutt.
6917188	6931025	Thank you, Mr. President, and thank you, Council Member Hernandez, for really bringing someone that is a titan to our council, and recognizing him, and then bringing a street name after him.
6931065	6933729	You're doing a square name after him.
6934470	6937093	Because our children need to know what your work is.
6937478	6940681	And representation really does matter.
6941222	6947528	And the group that you see today in front of us had the courage to fight when they were the only one.
6948529	6954775	And so we really appreciate the work that you've done to make it unified for all of us.
6955295	6957357	And this is about unity and courage.
6957537	6960500	And we really appreciate you acknowledging him.
6961201	6963863	I'd love to be there for the square dedication.
6963943	6965545	I think it'll be pretty exciting.
6966014	6968599	And I just want to thank you for the work you've done.
6968759	6974610	And thank your family for sharing you with our city and with our state.
6974630	6975232	So thank you.
6975272	6980081	And thank you, cousins and uncles and everybody.
6980101	6980382	Appreciate it.
6980402	6980602	Thank you.
6980622	6982285	Thank you so much, Council Member Hutt.
6982325	6983287	Council Member Padilla.
6985511	6989018	Let me begin by saying that I want to be invited to the square opening as well.
6989200	6994646	So, you know, I'm looking at my talking points and I'm not going to say anything that wasn't already said.
6995908	7000273	Because I think what's more important is for me to just take this opportunity to say thank you.
7001474	7013368	When I hear your guys' history, I have a lot of gratitude for what it is that you did to at least have Latinos be taken serious to run for office.
7013348	7014671	in general, to start.
7015252	7023651	And I'm very grateful that because of that early work, now we're in a position where voters have multiple Latinos to choose from sometimes on the ballot.
7024132	7025916	But that took work.
7026216	7031087	And it's nice to see everyone together who helped get us to that place.
7031067	7036436	You know, in a few minutes, I'm supposed to do a video for Women's History Month.
7036456	7042046	And one of the questions that I have to answer is what inspired you to get involved in politics?
7042687	7045392	And I'm like, what a day to answer that question.
7045953	7052805	Because two of the people that exposed me first to local politics are right in front of me, you know.
7053781	7064956	Richard Alarcon, my nephew, is now enjoying, to today, that water slide that you put at Sun Valley Park, where I was invited in third grade to be part of the press conference.
7066298	7070824	And then Tony Cardenas, you were the first one that exposed me to working in campaigns.
7071665	7081999	You were the first one to expose me to what it's like to actually go into someone's living room and talk to them about the vision for the community.
7081979	7089747	There is still so many projects in my district that you started that because it takes so long to finish something, I'm still working on them.
7090088	7091930	The community is still enjoying them.
7092631	7098757	But again, it's just a reminder that the exposure comes early, the work comes early, and it just continues.
7099178	7106746	So it's very refreshing to see the giants who started the work that inspired me and that I like to think I'm continuing to move forward.
7107206	7110670	Thank you, Mr. Polanco, because this is your day.
7114970	7116432	Council Member Soto-Martinez.
7117854	7119496	Thank you so much, Council President.
7119536	7126805	Thank you so much, Council Member Hernandez, for putting this together, Senator Escutia, mi jefa, Marielena Durazo, Congressman Cardenas, and Senator Aralarcon.
7127405	7135195	You know, I love reading about history, American history, Latino history, Chicano history, the black civil rights history.
7135996	7141062	And you all just gave me an incredible history lesson of so much work being done in Southern California.
7141042	7145666	But it really crystallized when you started speaking, Senator.
7147668	7153533	You talked about the Great Society and the funding that came from the federal government to grassroots organizing.
7153593	7157596	I don't think a lot of people understand how incredible that was at the time.
7158437	7166144	The time that you grow up in, in the 60s, activism, you're seeing the federal government move, creating these really incredible policies.
7167025	7171048	I felt like when you told that story, I understood the vision that was
7171028	7180465	the seed that was put in your brain at that time and how all that work of the folks you're pushing, what you're striving for, you need to write a book.
7180613	7183276	Like, seriously, you need to write a book.
7183336	7183616	Second.
7184878	7197572	Because, you know, the difference, I would say, as a historian of this, you know, an economist of the civil rights movement, there's less aversion to folks moving from protest to politics now.
7197953	7200115	I think there's a hunger for that among the youth.
7200756	7206823	And I think Latinos don't have someone that we can look towards and say, you know what, I want to be like him.
7206803	7213711	You know, we talk about MLK and Ella Baker and all these amazing folks, but you have to cement your history in the city.
7213751	7215253	And so please write a book.
7215574	7219418	I want to read all the things that influenced you as a child, as a teenager, and growing up.
7219799	7224645	And even to this day, as you see your family and all the folks that you helped uplift.
7224665	7229170	And I hope to be at that book signing when you do have that book.
7229190	7229831	Please write a book.
7230592	7231153	Muchas gracias.
7231653	7232094	Thank you.
7234497	7236439	And Council Member Rodriguez to close.
7237837	7238358	Thank you.
7238418	7242225	Well, first of all, I'm not going to ask for an invitation because I will be at the square.
7243548	7247094	And first of all, I want to take a moment.
7247214	7249719	When I looked across the chamber, I see Richard Zaldivar.
7250220	7254748	Can all the Richard Polanco fan club please rise and be acknowledged?
7255289	7257794	The family, get up, get up.
7258034	7261701	I want everybody that's here for Richard to stand up and be recognized.
7270996	7279668	Because it's not just all of the incredible leaders that are here today, Marta, Maria Elena, Tony, Richard, Dean.
7280609	7284735	You know, I didn't have to learn this history because I watched it live.
7285175	7285957	I got to live it.
7286878	7295029	Growing up, starting my career in the Northeast, watching your legacy unfold.
7295397	7300805	watching you identify incredible female leaders and empower them.
7302027	7318812	At a time that even when I was eager to step into that role and was being told by others that didn't have the strength that you had to tell me to wait my turn, I was never about to ask for permission, never have been, never will be.
7320896	7322518	You were the example.
7324439	7328766	that machismo could be shelved for the advancement of our community.
7330349	7335497	You did all of this incredible work, and it wasn't just reverberated here and throughout Los Angeles.
7335598	7337100	It's throughout the state of California.
7337180	7340065	You were, in fact, the winds of change.
7340085	7347898	I am incredibly grateful to the friendship and the mentorship that you have been in my life, to the examples
7348385	7356356	to activists everywhere that think merely taking an elected seat is sufficient in leading change.
7357317	7360421	We aren't here to just throw stones from the outside.
7361022	7363706	We're here to be effective leaders on the inside.
7367151	7372118	It's amazing to me how many people forget that part about learning how to functionally do the work.
7372398	7375422	Your understanding of the rules runs deeper than your dimples.
7381477	7383219	And that is what's made you effective.
7385062	7391390	Understanding how to shift power and lead change isn't by noise alone.
7392051	7399300	It's by understanding the rules, understanding the structure of power, and understanding how to lead change.
7399320	7406269	And that's, my friend, is what's made you an incredible elected leader that has made all of this change throughout our state.
7411177	7421408	So congratulations on this well-deserved recognition on the future square that will be adjacent to what was formerly Laurie's.
7421488	7424391	I remember when it was Laurie's at the River Center.
7425272	7432419	And all the other things, you know, from the state park, I know you and I talked about it, the work that you did on the state park.
7432460	7435783	There are so many legacy projects that you have.
7436185	7442975	that are deserving to have your name emblazoned on it because you were, in fact, the leader that led that change.
7443796	7448262	But thank you for continuing to be the example and to be alongside all of these individuals.
7448282	7449524	They're all here for you, Richard.
7449744	7450585	We're all here for you.
7451426	7463323	Because you actually taught us how to be better at not just being the representation for our community, but how to lead the change that our community needed.
7464552	7468038	And you did it as recently as redistricting here in Los Angeles.
7469020	7483607	And while so many people want to have revisionist history about the importance of what that role was, you actually managed to ensure that our community had a very strong and unapologetic voice.
7484617	7488485	And I hope we continue together to be part of that voice for change.
7489107	7489788	I'm really proud.
7489888	7490690	And I want to thank you.
7490710	7491772	A lot of people don't know.
7492734	7505241	You and Marta convening everybody with LIDER to bring all the elected officials and those concerned with what's happening in this country together last year.
7506942	7508745	You have not retired.
7509286	7510448	You have not slowed down.
7510908	7514514	You've continued to be that strong voice for our community.
7514975	7516076	And Libby, thank you.
7516858	7518741	Because I know that's a huge sacrifice.
7519682	7526693	And I know how much your family has sacrificed for everything that you have done to dedicate your life to public service.
7527234	7534806	I'm grateful that I continue to be a student and a student of all of your work and your lessons and your example.
7534786	7538351	But thank you for personally being a mentor and a dear friend to me.
7538832	7553894	I am incredibly grateful to you and look forward to the continued leadership that you offer for our community, but not just the Latino community, for every working class community of color in the state of California.
7554214	7555596	You, my friend,
7555728	7558151	have created that legacy in history for everyone.
7558311	7561354	And you deserve a debt of gratitude to them.
7561374	7563697	So congratulations on this well-deserved honor.
7564317	7566079	I know this is just the start of more to come.
7566480	7574108	And since Heather accidentally mentioned a street, I think we should maybe consider that in front of Laurie's or in front of the River Center.
7574428	7582377	We need to actually, it's been an intentional activation of mine to make sure that the streets of this city
7582357	7594999	as we have a president that continues to try and erase our stories, that we continue to emblazon and document this living history throughout the streets of Los Angeles.
7595339	7601069	And I'm just glad that right now you are among those that are getting recognized for all of your incredible work.
7601089	7602171	Congratulations.
7604547	7608933	Thank you so much, Council Member Rodriguez and our colleagues.
7609113	7611016	All of the words are deeply felt.
7611496	7616603	Senator Polanco, on behalf of this council, we are very grateful to you.
7616663	7619668	On behalf of this city, we have tremendous gratitude.
7619848	7629861	I'm just struck hearing your stories this morning and thinking just a week ago, we were recognizing Reverend Jesse Jackson who had passed away.
7630863	7633947	And we talked about how in 84 when he ran,
7634804	7637928	He kicked open the door and showed people we could win.
7637968	7648160	And you were one of the first people to step up and run, and run without an invitation from the ruling class.
7649182	7653587	And you kicked in a door, and once you kick down the door, the door doesn't ever come back.
7654328	7656731	And so we're all very grateful for that.
7656811	7660035	And all of us around this horseshoe
7661146	7664332	We are at our best when we build on your work and build on your example.
7664392	7668118	So thank you so much for everything that you have done and everything that you will do.
7669921	7671584	Council Member Hernandez.
7672145	7673187	Thank you, Council President.
7674729	7676312	Senator, if you could please join me up here.
7677033	7679057	A happy belated 75th birthday.
7679718	7682563	The city is better because of you and you deserve your flowers.
7683421	7688988	Now, therefore, I just want to share a little bit of love and gratitude from the city of Los Angeles.
7689308	7708732	And I want to express our profound gratitude to you, to Senator Richard Polanco for his distinguished legislative career, his transformative contributions to public policy, and his enduring service to the residents of the city of LA and the state of California, and many wishes of continued success into all your future endeavors.
7708752	7712517	Thank you for letting us recognize you and for being here today with us.
7717137	7719483	And then we'll take more pictures in the back.
7720004	7720907	Come on in, come on in.
7726140	7731012	We're going to take more pictures in the back too.
7751427	7752128	Thank you so much.
7752168	7753951	Another big round of applause, everybody.
7755994	7757416	Celebrate this giant.
7762163	7778869	Try to give them a second to get to the back for photos as Councilmember Jurado from the First District is coming forward for our next presentation.
7794425	7800775	Okay, great.
7801236	7811472	Hold on.
7812363	7838623	You're a talent.
7844138	7846981	You're going to help dad get his award.
7847021	7848102	That's so nice.
7848843	7849323	It is.
7849444	7849944	Fancy.
7850685	7852166	You're good, you're good, you're good.
7853087	7853968	Hey, how are you?
7854609	7856371	Thank you.
7856391	7857392	OK, perfect.
7857512	7858273	Nice.
7859374	7862257	Very, very nice.
7862597	7870646	Nice to see you.
7871126	7871867	Wow.
7875526	7876254	Good morning.
7876315	7878600	It's OK.
7883356	7886059	Today was a great day to come to council.
7886079	7886400	It was.
7886420	7887020	Mega learning.
7887341	7888502	Irish dance.
7888702	7890324	I wore my Irish colors.
7890464	7891125	Oh yeah.
7891225	7893087	I accidentally wore green.
7893147	7893508	Incidentally.
7893668	7894689	Incidentally.
7894709	7896371	I'm not smart Irish, and you wouldn't do that.
7896391	7897993	Me too, and I didn't do that.
7898053	7898353	Close.
7899435	7900296	It's not that bad.
7900316	7901257	It's not that bad.
7901277	7901757	I told you.
7901777	7903159	It's not that bad.
7903519	7904240	But yes, it's so cool.
7904260	7905462	Oh my gosh, how exciting.
7905702	7907284	Hi, nice to see you again.
7907344	7908706	Nice to see you.
7909847	7911569	Andres, can you say hi to our council member?
7911609	7912570	Hey.
7912550	7941628	If we could get the chatter down to a low level.
7942857	7951770	And we will give the floor to our colleagues, Council Members Jurado and Soto-Martinez.
7951790	7953071	Good morning, everyone.
7953111	7962104	It's an honor to recognize the service of Reverend Zachary Hoover, whose leadership, faith, and advocacy have supported our communities.
7962545	7971177	A man who has turned faith into action over and over again for a decade of service as Executive Director of LA Voice.
7975139	7983672	I know many of us here have worked with LA Voice where Reverend Zachary has helped bring together a remarkable coalition of congregations across LA County.
7984273	7991764	At his core, he is someone who believes deeply in people and in their dignity and their power when they come together.
7991744	7995708	During his time at LA Voice, that work has taken many forms.
7996209	8010384	Through organizing campaigns, he has expanded access to groceries in neighborhoods, long considered food deserts, and pushed major financial institutions to reinvest in their communities that too often been overlooked.
8010404	8020975	He has helped increase voter participation in communities of color, remove barriers to employment for people returning home after incarceration, and built bridges between communities.
8021613	8026181	Reverend Zachary has also played a key role in efforts to expand affordable housing.
8026701	8043790	Through initiatives like the Innovative Faith and Housing Program, he helped make it easier for faith institutions to utilize their land to build affordable housing, bringing together faith-based communities and housing advocates to address one of the most urgent challenges here in Los Angeles.
8043770	8048959	And what stands out about Reverend Zachary is not just what he does, but it's how he does it.
8049561	8050703	He listens first.
8051164	8052566	He treats people with respect.
8053327	8055191	He makes space for others to lead.
8055892	8067313	Whether he's working with clergy, training organizers across the country, or collaborating with community leaders, he brings a humility and sincerity that people immediately feel.
8067293	8069936	He reminds us that real change doesn't happen overnight.
8069976	8073781	It happens through relationships, perseverance, and faith.
8073841	8082312	And that kind of faith that believes communities can overcome division and build something together.
8083574	8085536	So thank you, Zachary, Reverend Zachary.
8085577	8089842	And now I'd like to turn it over to my colleague council member Soto Martinez.
8093213	8095035	Thank you so much, Councilman Jurado.
8095556	8102465	It's great to be here to honor an incredible leader that I've had the privilege of working with many times during my own career.
8103206	8114801	Reverend Hoover has been a powerful voice for the poor and working people, the working class in the city of Los Angeles, for more than a decade in LA Voice, but if you add his entire career, almost two decades.
8115241	8119727	First as an organizer, eventually as an executive director of LA Voice.
8119707	8133466	Through their organizing work, I've seen firsthand how LA Voice has protected immigrants, uplifted renters, and brought more opportunities to communities that have been ignored by this city for decades.
8133486	8142940	Reverend Hoover is a true man of faith, one that believes our spirituality needs to be at the core of our activism and our organizing and our protests.
8144021	8145343	When I first met
8146184	8150210	the Reverend, we was like an immediate connection.
