start	end	text
3591184	3600940	After over 21 years of service, 14 years of which she's been as director of HOPX, Ms. Lewis is stepping down while moving on to other
3601612	3602373	her next journey.
3603315	3605438	This departure marks the closing of a fun chapter.
3605498	3611528	And while Veronica's time is coming to an end at Hoppix, her legacy will not be forgotten.
3613271	3625290	Veronica is a pillar in the South LA community, her commitment to advocating for vulnerable populations, courage to speak out for what is right, and the dedication to equity and throughout all of her work is admirable.
3626232	3644476	Over the course of her tenure, Veronica has simplified, solidified relationships with strategic partners to further Hoppock's mission, served as a mentor to many future local leaders, and empowered her team to think outside the box and problem solve with a burst people approach.
3645557	3650203	Veronica's impact on the CD9 will be felt for decades to come.
3651044	3654028	Her passion for housing, mental health,
3654211	3661641	substance abuse recovery and reentry services for unhoused folks is unmatched and unwavering.
3661661	3668310	To know Veronica is to know someone who never wavers in her commitment to doing what's right and to doing what's just.
3669312	3681028	So Veronica, we applaud your efforts, your decades of hard work and the lasting influence that you've had over the city of LA and specifically in CD9.
3682207	3690637	No matter where you go next, we know that those around you are going to be lucky to have your guidance, your encouragement, and your support.
3691799	3703573	Now, let me just ask someone to come forward who knows Veronica very, very well and who has been responsible for her guidance and development, Joyce Kelly, her mom.
3706895	3707676	Good morning.
3708337	3711621	It's really an honor and a blessing to be here.
3711681	3723817	Thank you so much for honoring my daughter, Veronica Lewis, and having had the privilege of watching her grow and develop.
3723837	3728042	I think there's some important things that you need to know about Veronica's history.
3728410	3738991	As a young child, her father made sure that she and her brother attended community coalition meetings, at which time Karen Bass was just getting her start.
3739712	3741636	So she's always had a passion.
3742037	3749271	Being born and raised in South Central Los Angeles, she was always very observant of the needs of her people.
3749251	3768137	So I had the opportunity to watch her career bloom over the years as she grew at Hoppix and I tell you honestly a lot of times we say things but the passion that this young lady has to help is unsurpassed.
3768117	3786195	So I want to thank the council for recognizing her, but I also have to point out that while we're recognizing Veronica, the efficacy of which she achieved her excellence could not have been done without a lot of the support of our council members who she didn't mind getting in their ear.
3786615	3791380	And then we also have a wonderful advocate here that they have collaborated.
3791480	3794623	So just know that there are people that genuinely care.
3795044	3797466	And again, thank you for honoring my baby.
3797446	3799168	Veronica Darnell Lewis.
3799608	3805014	All right.
3805035	3810401	And listen, we can't forget the man behind the throne, Japan.
3810681	3815767	Thank you, brother, for being such a domain, for being a positive force and a real partner in this process.
3817408	3826879	Next up, we're going to invite Reba Stevens to say a few words, longtime community activist who knows Veronica and knows the work that she does firsthand.
3831078	3833161	Good morning, honorable council members.
3833762	3835125	My name is Reba Stevens.
3835145	3841735	I'm a community advocate and a resident in the Spa Six community.
3843438	3854115	It is my honor to stand here before you today as we recognize and celebrate the incredible contributions of Veronica Lewis.
3854956	3864566	For many years, Veronica served as the director of Hoppix with unmatched dedication, vision, and compassion.
3865427	3872774	Her leadership not only strengthened an organization, but it also uplifted an entire community.
3874016	3883225	She has been a tireless advocate for unhoused individuals and families, ensuring that people receive not only housing,
3883795	3887238	but also dignity, hope, and opportunity.
3888859	3894604	Veronica Lewis's legacy is one of service, collaboration, and impact.
3895705	3904212	She built bridges across systems and sectors, always keeping people at the center of her work.
3905473	3913600	This exemplifies in her leadership as the founder of the Spa Six Homeless Coalition.
3913833	3928098	that's going on right now, where she brought together a diverse group to create more coordination and effective response to houselessness in South Los Angeles.
3929520	3938035	She has inspired so many of us, myself included, to keep pushing for equity and justice in South Los Angeles.
3938538	3945829	Today, as she transitions in her journey, we don't just want to celebrate the work that she's done.
3946350	3954843	We want to also honor the countless lives that she's changed by her unwavering commitment to the cause.
3955905	3961013	Veronica Lewis, you're a golden thread in the tapestry of my life.
3963096	3965440	And I want to thank you for your leadership.
3966331	3975763	for your heart, for your dedication and commitment, and for all of the things in which you have bestowed in my life as an advocate.
3975943	3976464	Thank you.
3976864	3979688	And thank you, Councilmember Price, for this moment.
3985134	3985575	Thank you.
3985755	3988018	And now our shero, Veronica Lewis.
3991424	3992646	Thank you so much.
3993227	3994629	Good morning, City Council.
3994689	4001318	Thank you, Council Member Price and the whole council for recognizing the work that I have done.
4001378	4005644	There is so much despair in our city.
4005885	4007407	There are so many people suffering.
4008529	4016119	There are injustices happening every second, in particular to people who look like me, black and brown folks.
4016139	4018663	And there is so much harm that's being done.
4019032	4023222	by the systems when we just allowed the status quo to continue.
4023502	4036011	And so I'm grateful for the recognition, but the reality is everywhere, every time I showed up anywhere in the course of the 21 years I was with this organization, it was to change the status quo.
4036666	4049666	to undo the harm, to push against the norms, to push against the narratives and the ideologies and the biases that have led our systems to hurting so many families and so many people.
4050127	4055856	And so I'm so grateful for the partnership I've enjoyed for so many years with the City of LA.
4055836	4070559	In particular, council districts 8, 9, 10, and 15 have been our closest partners in this work, but also reaching across and working with CD4 and folks that were well outside of South LA just to push for change.
4070639	4075085	And so I am so honored that tens of thousands of lives have been saved.
4075526	4082637	And under my leadership, hundreds of lives have literally been saved from overdose reversals through our harm reduction street work.
4082617	4087244	and all kinds of things, but I'm really grateful that we are making progress.
4087304	4102347	It's slow, and especially in this climate in our nation right now, the notion of really still digging in, appreciating and being aware and making changes to all of the inequities that exist within our communities
4102327	4103248	it's really important.
4103288	4120369	So I appreciate that this council has not completely turned a blind eye to addressing racial inequities, gender inequities, income inequities, socioeconomic challenges, because right now more so than ever, the most vulnerable people living in the city of LA need our help.
4120409	4130781	And so while I have walked away from something I've built and grew and loved and I'm very proud of, and it's a part of my legacy and my prayers that it will continue to be
4130761	4143966	beacon of light, I encourage everybody sitting here, elected or not, to make sure that we remember that people need our help, people are dying, people are suffering, and it's not a handout.
4144667	4151520	Humanity should be at the center of the way that we approach everything, including homeless services, social services,
4151500	4168665	And we need to continue to make sure folks that have been impacted most negatively by the system are supported through our efforts, through our neighborly kindness, through the legislation and the policies and the ordinances, through your funding, your resource allocations.
4168645	4169907	I'm still here fighting.
4170107	4171229	I'm still going to speak up.
4171649	4172691	I'm not going away.
4172731	4174333	I'll just be here in a different capacity.
4174373	4179420	But all of us have a role to play in helping improve people's lives and helping to save people's lives.
4179440	4184147	And so thank you for honoring my work, because that's all I've been trying to do for the last 21 years.
4184387	4184767	Thank you.
4187732	4187932	Thank you.
4187952	4188152	Thank you.
4188172	4189814	On behalf of a grateful city.
4189835	4191116	Hold on, Mr. Price.
4191136	4194501	We got a handful of speakers on the queue, beginning with Councilmember Hutt.
4197485	4198747	Thank you, Mr. President.
4199930	4200711	Veronica.
4202054	4206903	I certainly appreciate the work that you've done in our community for all of these years.
4207885	4219307	I think that not only council members, but people in 8, 9, 10, and 15 are going to look for you because you have left a lasting impression
4219760	4222383	on everybody in these last 21 years.
4222923	4230191	It is amazing that you gave so much of yourself to make better lives for other people.
4230812	4233895	And I can't tell you how important that is.
4234395	4235537	What a beautiful spirit.
4235577	4242304	Your mother talked about how great of a daughter you are, but what a beautiful spirit you have.
4243024	4248450	We're gonna miss you at Hoppix, but we gonna find you wherever you are.
4248430	4254578	And really get your advice on how to make a difference in our homeless community.
4255179	4260927	Thank you so much for all your time and energy that you have given to this space.
4261207	4264552	And I wish you well on the next part of your journey.
4264572	4264973	Thank you.
4264993	4270200	Thank you, Councilmember Price, for giving us the opportunity to give her flowers.
4270500	4273324	Thank you.
4276274	4282824	Thank you, Councilmember Price, for bringing this wonderful woman in to be honored today.
4282884	4285407	And I want to thank you for your work and your words.
4285588	4304475	And I wanted to, particularly for your mother, the amount of emotion and pride that you've given your mom and all of your friends and family, the outpouring of emotion says everything about your commitment, your passion, and your work.
4304455	4314632	And if there's anything that makes a community proud, it's to see someone excel in a role that they're very passionate about.
4314852	4322284	So I want to thank you for dedicating your life to this important work for being of service to our community.
4322765	4326531	We know that the work continues where I'm certain
4326511	4328455	You don't just walk away from something like this.
4328475	4332243	So I'm certain there's probably more on the horizon in your advocacy.
4332283	4338436	But thank you for your service to our city, for the work and the imprint that you leave behind.
4338457	4340260	It's going to continue.
4340320	4344790	But again, I just taken by the amount of
4344770	4346374	of a motion this morning.
4346975	4357379	It really does, in a moment like this when our communities, so many of our communities are suffering, it's a reminder how one person can in fact make a difference.
4357399	4362070	So I just wanted to say thank you for your service.
4365172	4366093	Thank you, Council President.
4366493	4374362	Thank you, Council Member Price, for bringing in Veronica and honoring her for all the work that she's done in this city, but not only the city, the county of Los Angeles.
4374882	4389357	Your work has impacted 10 million people, and we haven't done a lot of work together since I've come into office, but the decade before I came into office, we've been working together, from LARP to Measure J to Care First Community Investments.
4389337	4390098	We've been there.
4390338	4391619	You've been changing the systems.
4391639	4396204	You've been making the county work better to serve our communities and not leave people behind.
4397485	4407414	What you said here today, the humanity of people, that is what has got us to this point where we invest more in some of these programs that keep our people alive.
4407855	4410817	Where before, the conversation was, why even invest in harm reduction?
4410877	4412099	Why even invest in these people?
4412699	4415682	And you've been in it since then, and you've gotten us to this point.
4415662	4418345	where we do more recognize the humanity of our community members.
4418405	4419926	And that helps us save lives.
4419946	4421928	So I'm grateful for everything you've done.
4421968	4429496	I'm looking forward to where you're taking your energy, your leadership, the way you problem solve, and the way, again, you bring people with you.
4430217	4431578	Don't hesitate to lean on us.
4432339	4438745	But I'm just very grateful for all the effort that you've put into the millions of people here in the city of Los Angeles and the county of Los Angeles.
4439085	4440066	Thank you so much for your work.
4440807	4441007	Thank you.
4441027	4442189	Thank you so much, Councilmember.
4442249	4443610	Councilmember McCosker.
4447657	4451882	Veronica, for all of your work, people know that we call ourselves the one five.
4452823	4460071	And one of the greatest inspirations for the one five is one of our five communities is the beloved community of Watts, often overlooked.
4460812	4463054	We remind ourselves every day we're the one fives.
4463074	4464275	We don't overlook a community.
4464716	4468340	Within the community of Watts, who's the most overlooked, are most vulnerable.
4469141	4475968	And so on behalf of a grateful one five, on behalf of the beloved community of Watts, thank you for all of your great work in our community.
4476769	4477410	And God bless you.
4478588	4479269	Thank you so much.
4479310	4480713	And thank you, Mr. Price.
4480753	4486966	And thank you to all the members that make comments about our beloved Veronica.
4487126	4494522	And I appreciate, one, hearing from your mom and seeing your family, but also hearing from you about being grounded in values.
4494957	4502547	and grounded in the dignity and the value and love for every human being, no matter where we find them or what the situation is.
4503609	4507534	Members of this council, I think everybody on this council can relate to this.
4507634	4513402	And one of my first interactions with you, and you only get this when you love the people.
4514163	4520492	One of my very first interactions with you is we had stood up a new shelter that Hoppix was managing.
4521029	4524532	And we were touring the Lhasa director.
4524853	4528756	And this is a few Lhasa directors ago, so nobody think about the people that you know now.
4530058	4547374	And while we're touring, it's about six o'clock in the evening in the summer, and a man comes up to the shelter and says, the police just made me move my car that I live in, and they told me to come here and I could get a place to stay.
4549953	4552936	And your staff said, well, you know, we have to make this call.
4552976	4553977	We have to fill out this paper.
4554037	4557821	We have, you know, we have a million excuses not to help people in this city and county.
4557881	4559723	But so we kind of went through those.
4560244	4566871	And I remember the LASA director said, let me call someone downtown and we can smooth it over and you can stay here tonight.
4568212	4572016	And that person made a phone call and no one picked up.
4572917	4576821	And he kind of looked at me and said, well, there's nothing we can do.
4577645	4580031	And at the moment he said that, you went into action.
4580613	4593105	And to this day, I don't know what you did or what papers you moved around or what administrative process you went through, but we got that person in a bed that night.
4593338	4607737	Since then, every time we've come to you, you're one of the few people in our entire homelessness establishment, you're one of the few people who starts with how do we get this human being in a bed and safe right away.
4608358	4613845	No matter what the funding stream is, no matter what the losses this group says or that group says or the other group says,
4613825	4622493	You're always grounded in believing that no human being should sleep on the street for any reason anywhere in our city.
4622553	4630821	And so with that type of fire, I know you'll continue to make a contribution and you won't be able to stop yourself from helping our folks.
4630882	4636807	So again, thank you for all you have done and a great honor to you and your family for everything that you will do.
4637088	4637628	Mr. Price.
4639850	4641672	Thank you, Mr. President.
4642141	4648010	To our Shiro, I just want to present this as a token of our appreciation, signed by the mayor, every member of the council.
4648332	4649940	We love you, we honor you, keep up the good work.
4674980	4680112	Thank you so much.
4683219	4690035	All right now we will hear from Council District 7 Councilmember Monica Rodriguez.
4728153	4749303	Come on, the whole family.
4755031	4756253	All right.
4758157	4759398	Good morning, colleagues.
4760560	4764964	Well, it's a very special morning here in council chambers.
4765385	4774735	And at this particular juncture, and by the way, it's only for this man that I would actually take hat here today, for the person that we are honoring.
4774795	4781582	But it's really a tremendous honor to have an opportunity to celebrate the individuals that
4781697	4792941	really help to ground our community in our cultural history, our traditions, at a time especially when our community is under attack.
4794043	4802541	And I'm proud to honor today a man who has helped to continue to ground us in tremendous cultural pride,
4802791	4812985	in so much of what our community represents from the hard work, the spirit, the ganas, the unwavering commitment to being authentically who we are.
4813025	4820675	And ladies and gentlemen, it's my great honor that today we are recognizing and honoring and celebrating Don Diolardo Lopez.
4820755	4822437	Please give him a round of applause.
4830162	4842203	Don Leonardo Lopez is a leader that has strengthened our communities, inspired generations, helping to make sure that we tell the very important story of our Latino heritage.
4842945	4851580	Born in La Noria, Durango, Mexico, Don Leonardo was raised with the values of perseverance, dedication, and faith in family.
4851560	4859370	When he came to the United States back in the 1960s, he carried those values with him and began working as a dishwasher in Santa Monica.
4859951	4863536	From those early days, he built a legacy that has touched thousands of lives.
4864077	4870345	With the love and partnership of his wife, Dona Iris, Leonardo went on to become a pioneer.
4870325	4872848	of many Latino-owned businesses.
4873469	4878114	He founded the beloved restaurants such as El Mariachi, Leonardo's, and Laboon.
4878755	4882419	These establishments became more than just places to eat.
4882780	4889988	They became the places where our culture, our music, and our community came alive to celebrate many wonderful occasions.
4890789	4892451	And most notably,
4892431	4900102	His stewardship of the Pico Rivera Sports Arena has cemented its status as an international landmark.
4900803	4913983	Generations have gathered there to celebrate chariadas, escaramuza, concerts, which I had the privilege of being at recently, and the festivals that celebrate and honor and preserve our heritage.
4913963	4923617	Pico Rivera has served as the community and was even used as an evacuation and holding area for horses during the most recent January wildfires.
4924318	4933072	Through his work, Leonardo has created thousands of jobs, empowered entrepreneurs, and provided a platform for cultural celebration.
4933893	4942806	Right now, given the unconstitutional immigration enforcement that continues to assault our community,
4943765	4957203	His spaces have created a place where we can continue to be authentically who we are, proudly celebrate our cultural traditions, and it's a reflection.
4957283	4962630	His story is really a reflection of everything of what it means to be a Latino.
4963612	4968058	Everything that I believe is our Mexican cultural heritage.
4968318	4971983	So many of our families can share these same stories.
4972520	4986568	We are a community of dedicated, hardworking entrepreneurs that make it work for our families, taking the opportunity that this country gives us every single day to turn nothing into something.
4987170	4991338	And what he has done is created a magnificent
4991538	5002997	history here in our communities, not just in the city of Los Angeles, but in Pico Rivera, but it is emanated and rippled in so many parts of our city, our county.
5003819	5011572	And I am for one very grateful that he had the tenacity and the strength and the entrepreneurial spirit to do everything that he's done.
5011754	5023750	When I think about the lives that have been changed, when I think, I mean, you can cite the musicians that have been discovered as a result of you giving them an audience and a platform to perform.
5024411	5037829	When I think about the jobs and the economic strength that has been created by his spirit, and make no mistake, for anyone that thinks building a business is easy,
5038568	5040050	Boy, you got another thing coming.
5040791	5047340	There are so many obstacles that are put before you to create a business, and you have done it.
5048341	5054430	It seems almost effortlessly, but it's been grounded in great community pride.
5055251	5064964	And when I think about growing up as a first-generation American of Mexican descent, and I think about how so many of us
5065282	5077625	have been forced to abandon the language, the music, the storytelling, because in the eras that we were raised in, it wasn't quite celebrated.
5079128	5083155	And I think about when Linda Ronstadt,
5084485	5095319	produced canciones de mi padre, how that was an inflection point for our community, and how we continue to just grow and strengthen in our community pride, in our musical traditions.
5095379	5096341	Those were moments.
5097222	5103630	And we're in another moment like that today, that we will not redact, retreat.
5104371	5109097	We will continue to be strong as a community, celebrating our incredible, beautiful culture.
5109117	5112602	And I'm incredibly grateful.
5112768	5130892	to this man, his entire family, that have helped to sustain our community through the celebration of music, of cultural pride, and just a tremendous sense of just love for our community and our culture.
5131113	5140345	So I just want to say, Don Leonardo, it's been an incredible honor getting to know you, getting to spend time with you and your family, and I really appreciate
5141067	5150597	and value, not only the friendship, but the incredible work and dedication that each of you exude every day, generations that continue this important legacy.
5151478	5160649	It gives me such pride to say I'm a Mexican-American and to see how you've built this empire.
5160909	5162591	And make no mistake, it's an empire.
5163812	5168357	It's really remarkable and refreshing to know that
5168573	5172580	You took the opportunity that was afforded you in this country, and you made something of it.
5173001	5175545	And you did it grounded in being authentically who you are.
5175946	5182657	And for that, I'm incredibly grateful and honored to know you, to celebrate you, and give you this well-deserved honor.
5183358	5194277	And I am joined today by my friend, the former mayor of Huntington Park, and the 41st treasurer of the United States, Rosario Marin, who would like to offer a few words.
5199337	5201460	Thank you, Councilmember Rodriguez.
5201480	5209233	It's an honor to be here on this very spacious occasion, celebrando a Don Leonardo Lopez.
5209253	5213239	Very fitting, and thank you, Councilmembers and Mr. President of the Council.
5213319	5214561	Thank you for this opportunity.
5215222	5219449	You really, really have done something very special here today.
5219629	5221412	You're doing something that will be
5221645	5226331	in the memory of the entire family and the community that supports Leonardo.
5227112	5229735	I have known him for more than 40 years.
5230316	5237846	And when I was first elected to the city council in Huntington Park back in 1994, Leonardo was there.
5238887	5240890	Leonardo has always been there.
5241410	5249020	He has been there for the city, for his family, for his community.
5249303	5255534	for all the beautiful traditions that his heritage evokes.
5256896	5260683	This man represents the very best in all of us.
5261364	5270620	His hard work, his steadfast commitment to upholding our culture make him, in my book, a real treasure.
5272658	5274921	And I know a little bit about treasures.
5275922	5278065	So I want to thank you.
5278185	5283432	There's nothing more that I can say that a council member has already said.
5283772	5289019	But I do want to say to his family, you do have somebody to look up to.
5289660	5295468	And please continue his wonderful legacy that all of you represent.
5296149	5296569	Thank you.
5296910	5298852	Thank you very much.
5303945	5311639	And so now, colleagues, it is my great honor to now invite the man that we honor today, helping us.
5311900	5316328	And I want to thank Councilmember Hernandez, our madrina, for El Grito.
5316809	5326847	You know, when I think about El Grito and what it represents, it's that moment to remind everyone in our community that that was the cry to fight.
5326979	5332248	That was the calling for us to continue to be strong in the face of adversity.
5332688	5334211	And we will continue to push back.
5334952	5345450	And I want to thank you, Don Leonardo, for being that example of how we can really be the force of resilience and strength in the wake of adversity.
5346031	5347012	You are that example.
5347774	5352902	And it's a reminder to everyone who's feeling down is that we will persevere.
5352882	5359292	And so ladies and gentlemen, please help me welcome our honoree today, Don Leonardo Lopez.
5368025	5368526	Thank you.
5369107	5373274	Love L.A. Monica, you really made it.
5373294	5378041	It's been a hard work and I'm very honored to be here.
5378061	5381286	I thank you very much for the hard work.
5381519	5408809	I thank everyone that has been with me and everybody that is here with me today, my family, my beautiful wife, my in-laws, my nieces and my sons and my granddaughters and grandsons.
5408857	5414044	Thanks to the city council of this beautiful city of angels.
5414505	5415867	Thanks, Mr. President.
5416548	5417469	Thank you very much.
5418270	5424439	Thanks again, and viva Mexico.
5424880	5426142	Viva la charrería.
5426723	5427183	Viva.
5429066	5432631	We love our culture and our music.
5435535	5438239	We did everything for you guys,
5439080	5445812	lot of Mexican people that are still there working, and I really want to thank everybody.
5446273	5451522	I want to introduce my son, Fernando, but he has been with me.
5451562	5453645	All of my sons are here today.
5453906	5456931	So thank you very much, City Council of Los Angeles.
5458234	5458714	Thank you.
5459496	5460818	Thank you, Monica.
5461085	5464871	Thank you for honoring my father and Fiestas Patrias and El Grito.
5465172	5467315	It's going to be forever in our memory.
5467816	5469318	I would like to thank the City Council.
5469919	5470901	Thank you, President.
5472203	5477472	My mom for all the patience that she's had for my dad to do what he does.
5478493	5483802	And most importantly, the City of LA.
5484119	5488044	Because I think my dad's first love is the city of LA, and then it's the horses.
5488764	5491668	Because if it wasn't for the city of LA, he wouldn't afford the horses.
5492369	5493069	So thank you.
5493550	5494511	Thank you, dad.
5495212	5496013	Congratulations.
5497855	5500198	God bless America, like he says, and viva Mexico.
5506425	5507907	All right, we got a few members on the queue.
5507967	5509148	Councilmember Padilla.
5511676	5522073	Councilmember Rodriguez, what a great presentation to bring in as we, you know, start the celebration of Latino Hispanic Heritage Month here in the City of Los Angeles.
5523395	5527903	Don Leonardo, felicidades, felicidades to the entire family.
5528324	5537599	You know, when I look at this presentation, I see a presentation honoring a family and what a family that's united can accomplish.
5537579	5542165	when they're in a place that's so far from their original place from home.
5543046	5551258	And making an empire by preserving the traditions that we bring from Mexico.
5551678	5552960	So thank you for all you do.
5553381	5565477	Thank you for being part of that group of folks that make it so that we are unapologetic about our music, our food, and our presence, and recognizing that we're just next door.
5565457	5571112	You know, so as was said right now, you know, God bless America.
5571132	5572074	Que viva Mexico.
5572415	5576125	That really is how we've been.
5576459	5578682	indoctrinated here, right?
5578722	5579744	That's the theme.
5580244	5583950	We always remember Mexico, but at the same time, we know why we came here.
5584570	5594104	And your family, Don Leonardo Lopez, you guys embody exactly what that means, so congratulations.
5595346	5599451	Because you're definitely the kind of family that pays it forward, and I appreciate you for all of that.
5599952	5600272	Thank you.
5601875	5602576	Thank you so much.
5603257	5604238	Councilmember Lee.
5605720	5610227	Thank you, Mr. President, and thank you, Councillor Rodriguez, for bringing in Don Leonardo.
5610888	5614294	I can't think of a more fitting person to honour today.
5614334	5618661	Don Leonardo, you know how I feel about your entire family.
5619041	5625091	I want to say just thank you for everything you've done to share your culture with our city.
5625151	5628977	You are another example of what makes this city so incredible.
5628957	5638156	You are an icon in the chattel community, but you've also shared so many other beautiful things, the food, the music with all of us, and I just want to say thank you.
5638216	5642284	But I want you to look around when you see your family.
5643006	5644148	You are...
5644128	5646771	that piece that keeps that family all together.
5646811	5650916	You don't just ask them to come over and see each other once a year or different things.
5651136	5659226	You make sure that this family stays together, whether it's your weekend dinners at your house or the different events that you throw together.
5659666	5663290	I want to say thank you to you, but also to your amazing family.
5663371	5669798	When you look around at what this family has done, there's so many members of this
5669778	5674755	family that have done so much for the different communities of the city of Los Angeles.
5675076	5677765	You have successful businessmen.
5677826	5679993	You have people who have built things.
5680435	5681458	You have
5681742	5683784	a great doctor over there.
5683804	5688929	And I just want to say, I just want to say thank you so much, Don Leonardo.
5688949	5697058	Thank you for letting us, you know, sharing those things for us and really, really all your contributions to this great city of ours.
5697638	5708029	And just want to say thank you for allowing me to be a part of your 50th wedding anniversary where you renewed your vows to your lovely wife, Iris, to the Lopez family.
5708329	5710872	Thank you very much for everything you all do.
5710852	5712074	But thank you Don Leonardo.
5714397	5723288	Thank you so much members and thank you so much Councilwoman Rodriguez for bringing in the Lopez family and for showing up as you always do.
5723429	5726693	You are such angels in this city.
5727374	5735104	LA is not LA without Don Leonardo and the Lopez family and all that you contribute.
5735084	5743014	I'm the proud representative of not one but two Leonardo's ballrooms, one of them I can walk to.
5743635	5759516	And, you know, members in public, I want folks to know what a big deal this is because there was a period there in the late 80s through the early 90s where a lot of businesses, especially ones that did live music, just went away.
5759576	5760417	They left.
5760903	5762046	And you all never left.
5762146	5764511	You opened up every weekend to this day.
5764551	5766275	You opened up every weekend.
5766977	5772870	The only time I've seen you closed is that weekend where we had those terrible ice rates.
5773188	5780154	It's the only time I've seen you and you all were back the next week, ready to go and you had security out and you were doing your thing.
5780174	5789763	So it's, you know, it's a great, you all are a great example of what it means to be Angelino and what it means to be community members and I was proud to be at your 50th wedding anniversary.
5790143	5794347	I think my wife's a little bit upset with me because I forgot to mention that you were being honored today.
5794387	5800613	She probably would have wanted to be here to hug you all and thank you all for treating us like family.
5800593	5804123	from the moment that we we met you and interacted with you and
5804491	5810939	you all both promote your organization and your business and your family, but also the neighborhood.
5811380	5817007	So when we have a jazz festival and the neighborhood goes to you, you all deliver food to the jazz festival.
5817027	5828062	When there's a sporting event with young people in the community, you all step up and participate in those events, even for parts of the community that may or may not use your businesses.
5828122	5832928	So thank you for everything that you've been, and we look forward to
5832908	5842209	the years when the grandkids take over and we build an even bigger empire and shine a brighter light from here in the city of Los Angeles from the Lopez family.
5842470	5843432	Thank you all so much.
5843532	5844554	Councilmember Rodriguez.
5845537	5845737	Thank you.
5848703	5850105	Thank you, Mr. Harris-Dawson.
5850145	5856676	And I brought up the example of the next generation that is also helping to carry on the tradition.
5857297	5861784	I'm surprised he didn't show up on a horse, because he generally doesn't like to not be on a horse.
5862265	5864428	But it's really remarkable.
5864488	5869036	And I think at this time, I want what makes this moment very special for me.
5869797	5875386	It's a reminder of the incredible economic value and strength that our community holds.
5876125	5886431	And I want it to be a reminder and a call to action for our community that you are valuable, that you matter, and that you need to be reckoned with.
5886451	5889519	We should not be running and hiding in fear.
5890241	5892767	We should be standing strong.
5893102	5896646	and proud in the economic strength that we possess.
5897227	5904656	And I want us to better exercise that economic strength because I know for one that this city would not survive without it.
5905377	5921337	So from our labor to how we and where we spend our money, this is a reminder during this Latino Heritage Month that I want everyone to recognize the incredible economic power that you hold and to support the businesses
5922278	5929297	that reflect our values and reflect a commitment to invest and support us, especially in this moment in time.
5929658	5932545	And not just here in the city of Los Angeles, but across the country.
5933287	5933788	We matter.
5933849	5934972	We count.
5935453	5936676	We're going to be valuable.
5937753	5941598	and go to Pico Rivera Sports Arena for a show, because you're not going to regret it.
5942058	5943420	Thank you very much, colleagues.
5943440	5964246	On behalf of the city of Los Angeles, Don Leonardo Lopez, my gratitude for helping to make sure that this Mexicana continues to have a place to go dance, to have a good time with her family, and thank you for creating a space where our culture will continue to be embraced and persevered and celebrated.
5964486	5965988	Thank you so much for everything that you do.
5978405	5981732	Okay.
6017555	6018056	All right.
6019681	6030552	Next, we'll hear from Councilmember Hernandez of the heart of the city, the first council district.
6047305	6070967	How are you like how we'd like great
6077258	6102861	th th
6106300	6130519	So sergeants mr. Herman has been removed from council chambers for the balance of this day He is removed from this meeting We will pause until he has exited the council chambers
6133385	6137130	Mr. Herman, you were ordered removed from the Rules Committee meeting.
6137170	6140274	You were also ordered removed from a meeting earlier this week.
6140414	6151608	I would note that as soon as you came into this meeting, for which you are not permitted to be in, because you were on probation when you were removed, that you are continuing to disrupt this meeting.
6151668	6155713	And you have been ordered removed.
6191519	6203196	My apologies, Councilmember Hernandez, Mr. Spindler, and whoever else is in the aisle will ask you to vacate the aisles while this presentation is happening.
6205159	6205560	Wonderful.
6206381	6208664	And the floor is yours, Councilmember Hernandez.
6210006	6211468	Thank you, Council President.
6212570	6213732	Good morning, everyone.
6213752	6214553	Buenos dias.
6215394	6221323	Today, I'm proud to announce that the city of Los Angeles officially recognizes Latino Heritage Month.
6221607	6244442	At a time when our communities are under attack, when ICE raids terrorize our neighborhoods, when a racist federal administration fuels division, and when the Supreme Court has given a green light to racial profiling, we are here to stand tall and proud as Latinos in a moment where we are told to shrink and hide.
6244422	6251339	Today we will honor two extraordinary Latinos whose lives remind us that the fight for justice takes many forms.
6252161	6261925	Carlos Montes, a pioneer and Chicano activist and founding member of the Brown Brace, represents decades of direct action, courage, and organizing in the face of injustice.
6262732	6273327	Francisco Letilier, an internationally recognized muralist, illustrator, and poet has carried forward the tradition of resistance through art, memory, and storytelling.
6274088	6286967	Together, they show us that in the struggle for justice, there is a lane for all of us, whether it's in the streets, through organizing, or by creating art, and that, you know, make sure that our stories are never forgotten.
6286947	6289171	Tomorrow, we continue the celebration.
6289571	6294058	We continue the celebration with El Grito at Grand Park from 5 to 11 p.m.
6294579	6301029	It is our city's largest Latino Heritage Month celebration, a night of culture, music, and community power.
6301690	6306298	In these dark times, we remember that joy is an act of resistance.
6306318	6309944	And as this year's Madrina of the event, I hope to see you all there.
6310364	6313950	I can't wait to see you there, colleagues and everybody from your teams.
6313930	6321738	In just a moment, you'll hear from all the Latino council members, or as I've called us, the Latino caucus, who joined me in this chamber today.
6321798	6323640	We are here and we are proud.
6324041	6325763	We carry a shared struggle.
6326243	6332650	Many of us are children of immigrants raised in households that knew sacrifice, hard work, and resilience.
6332670	6343161	Our presence here is proof of what our parents and grandparents dreamed for us, that despite the obstacles, despite the discrimination, we would claim our place in shaping the future of this city.
6343141	6347942	I now would like to invite my colleague, Councilmember Padilla, to share a few words.
6348243	6349388	Thank you for joining us.
6354869	6359815	Good morning, everyone, and thank you, Councilmember Unisys, for bringing this to our chambers today.
6360176	6363280	And congratulations on being the madrina for this year's El Grito.
