start	end	text
3134268	3138976	And if you're here in support, please stand up and let folks know the magnitude.
3140237	3140818	Thank you, Speaker.
3140878	3141399	Next speaker.
3141439	3142561	All right.
3142601	3150253	Before our next speaker, I want to just welcome back to our chambers our former Council President Pro Tem, Council Member Joe Buscaino is in the House.
3150273	3150653	Welcome.
3150673	3151014	Welcome.
3151134	3151915	Thank you for being here.
3156723	3157163	Good morning.
3157183	3158465	Which items would you like to speak to?
3159447	3160208	General public comment.
3160508	3160649	Okay.
3160669	3161310	So you have one minute.
3161330	3161650	Go ahead.
3162338	3163622	Hello, my name is Justin.
3163922	3165146	I'm a member with ACE.
3165266	3169257	I live in the city of Los Angeles here in the 14th district.
3169679	3174171	I want to thank council member Nithya Raman and
3175282	3183112	For her leadership on tenants' rights in LA, we support the recommendations out of the Housing Homelessness Committee, but we need to go further, improve SCEP.
3183613	3201576	We need a rent reduction if the landlord refuses to make repairs, inspectors taking before and after photos of repairs to improve transparency, ensuring the quality of the repairs, language justice so that inspectors are Spanish speaking as well,
3201927	3207615	better coordination with the inspection dates, and educating the community about the full SCEP process.
3208056	3213865	We also need to discuss how we can have a clear path to activating the habitability plan.
3214265	3217270	And LEHD needs to be able to perform mold testing.
3218552	3224921	Make clear instructions for LEHD so it adds important recommendations to improve SCEP and make it more focused on tenants' needs.
3225322	3227084	Thank you.
3227104	3227665	Next speaker.
3230446	3231487	Go ahead.
3231507	3231827	Yes, sir.
3231948	3233309	Which item would you like to speak to?
3233930	3235011	Let's speak to item 36.
3235691	3236853	OK, so you have one minute for the item.
3236873	3237934	Go ahead.
3237954	3238354	Good morning.
3238494	3244941	My name is Mario Jimenez, and I'm the owner of Black Knight Patrol, a local veteran-owned security company based in San Pedro.
3245262	3248445	I'm here today to speak in strong support of West Harbor development.
3248945	3255412	As someone who grew up in the community, I witnessed a firsthand and incredible growth and transformation of our town over the years.
3255572	3258175	West Harbor represents the next exciting chapter.
3258155	3265558	one that will bring jobs to our community, positively impact local business, and create new opportunities for the people of San Pedro.
3266020	3269972	This project is not just about development, it's about building a stronger future for all of us.
3270293	3270915	Thank you.
3280565	3281086	Good morning.
3281106	3282468	Which items would you like to speak to?
3282808	3283409	Good morning.
3283649	3287775	I'd like to speak on item number 36 and general comment, please.
3287935	3289918	So you have one minute for the item and one minute for general.
3290038	3290719	Please begin with the item.
3290739	3291280	Go ahead.
3291300	3293724	Good morning, council president and council members.
3293944	3297389	I'm Shannon Ross, a resident of San Pedro, born and raised.
3299352	3301695	San Pedro often feels left behind.
3302502	3305385	Pedro deserves to be competitive with our neighbor Long Beach.
3305606	3312233	We want to be a destination where people can come and enjoy our community, spend money, and support our family-owned businesses.
3312774	3314576	We need more good-paying jobs.
3315236	3319982	This project will not only be an asset to San Pedro, it benefits all of Los Angeles.
3320643	3325088	It's important to continue to improve our community and bring much-needed jobs.
3325668	3329893	I ask that the city council uphold the recent
3329873	3334900	Approval of the West Harbor Modification Project by the Los Angeles Board of Harbor Commissioners.
3335241	3339026	Thank you for your time, and thank you in advance for supporting this project.
3343432	3353687	Before the next speaker begins, I would like to call up Lei Sata, Elise Swanson, Renee Wasserman, Mike Camerary, and Bryce Heyman.
3354663	3355184	Good morning.
3355204	3356546	Which items would you like to speak to?
3356847	3357448	Good morning.
3357528	3362477	My name is Diana Dean and I want to do public commenting, general public commenting.
3362497	3362597	Okay.
3362617	3363158	You have one minute.
3363178	3363960	Go ahead.
3363980	3364080	Okay.
3365022	3365423	Hello.
3365483	3367767	I'm Diana Dean and I'm from District 10.
3367867	3369610	I'm also an ACE member.
3369811	3374699	I want to thank Nidia Raman for her leadership and tenant rights in Los Angeles.
3375080	3377785	I'm here to talk a little bit about the
3377765	3383850	We need rent reduction in landlords that does not want to do proper repairs to the apartments.
3384090	3396221	Also, I'm here to do transparency and language justice to ensure that the community understands the process in the discussions of our community.
3396541	3400845	And then also, I wanted to talk about the hability plan that is not right.
3401765	3407350	I was put out of my home due to them fixing the apartment, but the manager did not pay
3407330	3415498	The hotel, so we were taken out of the hotel, and it's not right that we are not being tested properly by MO.
3416278	3422464	So if this can be in the recommendation of the Housing and the Homeless Committee, thank you.
3429091	3429531	Good morning.
3429571	3430932	Which items would you like to speak to?
3430952	3431373	Good morning.
3431393	3433675	17 and general public comment, please.
3436793	3438456	Sorry, you said item 17?
3438676	3438877	Yes.
3439197	3442824	So item 17 isn't open for public comment, but you can speak to it during general.
3442844	3444487	So you have one minute for general public comment.
3444507	3445088	Go ahead.
3445108	3445449	Thank you.
3445549	3448574	Good morning, President Harris-Dawson and honorable city council members.
3448755	3455106	My name is Dr. Lee Sada, and I'm the vice chancellor and chief facilities executive at the Los Angeles Community College District.
3455086	3464900	Through the generous support of our Los Angeles County voters who have supported our construction bond program for over 20 years, LACCD is actively seeking solutions to the housing crisis.
3465381	3475575	Recognizing the urgent need for housing, we are taking immediate action to address the situation utilizing the $500 million allocated to housing in Measure LA.
3475555	3484108	Already today, we provide temporary housing and wraparound services to over 100 housing insecure students through partnerships with nonprofit organizations.
3484749	3490378	We've already initiated a call for properties procurement process and are reviewing many submissions.
3490679	3495927	We're currently conducting a due diligence process for housing development on district owned property.
3495907	3505587	We're implementing a three-pronged housing strategy, which includes forming dorm housing partnerships, purchasing or leasing buildings, and construction housing on one or more of our campuses.
3506108	3512321	We're pleased to see that the city is eager to work with us and willing to collaborate on ways to streamline... Speaker, your time has expired.
3515488	3516109	Next speaker.
3521708	3522189	Good morning.
3522229	3523391	Which items would you like to speak to?
3523411	3523831	Good morning.
3524032	3526656	Item 36 in general public comment.
3526836	3526936	Okay.
3526956	3529480	So you have one minute for the item and one minute for general public comment.
3529500	3529680	Go ahead.
3529700	3529820	Great.
3529840	3530561	Thank you so much.
3530642	3533546	Council members, thank you for allowing me to speak today.
3533606	3541438	My name is Elise Swanson, President and CEO of the San Pedro Chamber of Commerce and a proud San Pedro resident.
3541418	3559984	our Board of Directors' enthusiastic support of the West Harbor Modification Project, and I'm here today to ask you to uphold the unanimous decision of the Harbor Commission to certify the SEIR on the Harbor Modification Project.
3559964	3571200	Our Chamber of Commerce has championed this project for over 11 years, building on 25 years of advocacy for the LA waterfront redevelopment.
3571600	3583457	The amphitheater, as mentioned, will transform our waterfront into a world-class destination, bringing live music and increased foot traffic to our businesses in San Pedro.
3583437	3594415	The project will create 1,700 jobs during ongoing operations, labor income of $88 million, and $250 million in economic output.
3594735	3597280	Please support the future of San Pedro.
3597340	3597760	Thank you.
3602909	3603389	Good morning.
3603430	3604832	Which items would you like to speak to?
3604852	3607596	Item 36 and general public comments, please.
3607616	3608798	Okay, so you have one minute for each.
3608818	3609259	Go ahead.
3609931	3611634	Good morning, council members.
3612356	3615743	I am Marina Wasserman, senior vice president for Nederlander Concerts.
3616484	3622857	I'm proud to be here today representing a company that has brought culture and live entertainment to communities around the world for 100 years.
3623679	3630893	Our concert headquarters is right here in Los Angeles, so we're especially excited to bring a new iconic first-class amphitheater to the San Pedro waterfront.
3631244	3637193	Working alongside Eric Johnson and his team at Jericho as well as the Rakovich Company has truly been a dream collaboration.
3637834	3642541	As many of you know, Nederlander Concerts operated the Greek Theatre in Los Angeles for 40 years.
3642821	3645505	I served as its general manager for 11 of those years.
3646146	3651514	That experience taught us a great deal about the unique environmental challenges that come with operating an outdoor venue
3651494	3655681	in a community setting, including sound, curfew, traffic, and parking, to name a few.
3656282	3664795	All issues which have been thoughtfully researched by the port staff and addressed in the SEIR, which was unanimously approved by the Harbor Commission on June 26th of this year.
3665456	3676995	We have successfully navigated these kinds of challenges in each of the venues we have been responsible for, and we enforce all mitigation measures possible to reduce the impacts on the neighbors and surrounding communities.
3676975	3681481	not only so we can continue our mission for many years, but also because it is the right thing to do.
3682202	3687910	Nederlander started operating in Los Angeles in 1977 when it purchased its original interest in the Pantages Theater.
3688430	3699325	We immediately entered into its first contract with Yahtzee Local 33, Stage Hands Union, and has negotiated numerous successor Stage Hands Union contracts since then, including most recently within the last six months.
3700206	3706054	Additionally, our CFO, David Green, has served as one of the 12 Board of Trustee members
3706034	3710139	at the Yahtzee Local 33 Pension Health and Welfare Trust Plans for over 40 years.
3710700	3715787	We are a seasoned, deeply committed operator with a long-term vision for success at the Zanpedro.
3716167	3722996	Programming will be diverse from rock and pop to jazz, symphony, Latin music, and more, reflecting the vibrant cultural fabric of this community.
3723397	3727182	We also look forward to hosting a multitude of community events here at the Amphitheater,
3727162	3730409	including graduations, galas, and fundraisers, to name a few.
3730830	3735601	We're here for the longfall, and we look forward to become a trusted and community member of the community.
3736182	3738347	We respectfully request you... Speaker, your time has expired.
3744381	3745002	Next speaker.
3756119	3756700	Can you hear me?
3756920	3757561	Yes, we can.
3758122	3758522	All items?
3759283	3760625	All items and general.
3760745	3760945	Yes.
3761406	3761947	So you have three minutes.
3761967	3762708	Can you go over the numbers?
3763028	3764010	Is 15 available?
3764030	3764210	Yes.
3764250	3766673	So I realize that some people have funneled in a little late.
3766733	3779891	So the items that are open for public comment on the agenda are items number one and two, items four through six, item number 36, and items 39 and 40.
3779911	3783395	So you have three minutes for the items and one minute for general public comment.
3783456	3784557	Please begin with the items.
3784925	3798387	Okay, I see nuisance abatement and when it comes to that, we've been bringing the property 4810 Sunset Boulevard and L. Ron Hubbard Way as a nuisance to the community.
3798448	3807102	It's not just me, there's so many people that have talked about the noise, they call it noise violence, that it rattles their windows, their
3807082	3820023	their walls with the level of woofer noise at events, but yet if you use a megaphone to protest against them, they will arrest you and put you in jail.
3820584	3831823	So you guys need to not only do whatever this kind of abatement is, you need to look into other nuisances within the city when you have hundreds of people complaining.
3831803	3833306	And that's Mr. Martinez.
3833326	3850161	Now Mr. Martinez, Soto Martinez, did do some good stuff in that they're not getting the endless street closures, but he needs to do better, uh, especially now that you guys gave them their Halloween permit and, um, and all the, you know, the, the, the stuff that goes along with that.
3851043	3851263	Um,
3851564	3858779	I would also like to talk about that homeless shelter, I think number 15, that you would please...
3858799	3862146	So number 15 isn't open for... You can speak to it in general.
3862286	3863829	It's not open for public comment currently.
3864090	3865392	Okay, I'll save that for general.
3865773	3869100	What about the one with the San Pedro?
3870110	3896488	and thirty six you can speak time thirty six okay i'd always like mister mccasker right again i know it's like i you know and i don't know all the facts i know there's a contention here and so mister mccasker right there is a people afford against it like there was a like a little bit of contention so we'll i want that same page i almost moved there so you would have been my councilman at that would have been cool you know i would have loved that but um... so i'd whatever the contention is can you kinda work with that work it out make sure unions are
3896468	3911308	you know, taking care of, because you know how I feel about people getting paid for their wages, you know, like, you know, because I told you, you know, in Mr. Martinez's area, he allows people to make $47 a week working on public streets and permits.
3911328	3912610	That's not cool, Mr. McCosker.
3912630	3913531	I don't think you'd do that.
3913711	3917937	So I'm going to ask that you connect this to the item or you can save.
3917917	3918478	Okay.
3919078	3920159	So they shouldn't do that.
3920240	3922782	I mean, I think a smoke and scan would say I'm on topic.
3922802	3923583	Am I smoke and scan?
3923643	3924224	I think I am.
3924304	3926366	Regardless, you've exhausted your on the item, please.
3926446	3926827	All right.
3926927	3929029	So let's go to public comment.
3929109	3929330	Okay.
3929350	3930030	So you have one minute.
3930050	3930371	Okay.
3930791	3931772	Number 15.
3931912	3932293	Okay.
3932433	3938700	I heard about that at the CPAP meeting and it was disgusting that a person and their dog got killed.
3939120	3947890	And you guys, you know, they, you guys are keep changing the leadership and Ms. Raman, Ms. Raman, who's not listening, Ms. Raman.
3948005	3954618	you owe me an apology but you owe the community a chance to talk about it and let them have input and they're not.
3954718	3963735	Please do better with that Ms. Raman you know because I appreciate you listening because they really need to hear from you because it's really serious and I heard about this at CPAP and I know
3963715	3965737	there's representative here today to talk about it.
3965777	3967119	And I want to stand with the community.
3967459	3968340	And I know you do too.
3968480	3970482	But just be willing to hear us out.
3970822	3975847	Unlike Mr Lee, who owes me an apology still, Mr Lee and Mr President, you owe me an apology too.
3976428	3981874	And you too, you were taught you were like, I said, don't you guys have side conversations when we're talking?
3981894	3982795	And then you did that.
3983275	3984697	And you had a signed conversation.
3984757	3985578	Thank you.
3985618	3987159	Okay, I'll take that as an apology.
3987239	3987620	Thank you.
3987860	3989942	But Mr. Lee hasn't apologized.
3990293	3997342	And, you know, like, look at him having a signed conversation when I'm, oh my gosh, does it get any worse?
3997362	3997462	Okay.
3997482	3998764	So are you seeing this?
3998784	4001367	The comments are repetitive.
4001447	4004551	It's my time, Mr. State Attorney.
4004652	4007475	The Brown Act doesn't allow you to be repetitive in your comments.
4007495	4009538	So regardless, your time is expired.
4009838	4010479	Next speaker.
4011083	4021132	Before the next speaker begins, I would like to call the following names, Christina Boyer, Andrew Silver, Liz Johnson, Lay Soto, or Sata, Sarah Herning.
4022857	4023299	Good morning.
4023379	4024823	Which items would you like to speak to?
4026035	4027016	Good morning.
4027577	4030379	Item 36 is also a public comment.
4030439	4031801	Okay, so one minute for each.
4031821	4032081	Go ahead.
4032121	4032622	Thank you.
4032902	4041711	My name is Mike Camareri and I'm an Italian immigrant and raised in San Pedro, wonderful waterfront community.
4042491	4044173	I serve in the United States Navy.
4044193	4046235	I worked for an oil company for 37 years.
4046315	4053122	I'm currently part of a Little Italy Los Angeles bringing cultures together and what
4053760	4066215	First of all, I want to thank Tim McOsker and the rest of the council body for upholding the decision that the Harbor Commission approved at the Port of Los Angeles.
4066836	4074705	And I also want to point out that the Johnsons brother have done an amazing job
4075175	4082806	creating this West Harbor, and now with the Nederlander supporting this amphitheater, which is going to bring so many people together.
4083307	4087853	Quite honestly, what I love about San Pedro and the waterfront is bringing cultures together.
4088414	4096305	And what the music is going to do, what the amphitheater is going to do, bring cultures together, people together.
4096876	4103929	And really San Pedro is a melting pot of cultures.
4104250	4111924	I think every Angelenos will benefit from what's taking place at the waterfront of San Pedro at the West Harbor with the Amphitheater.
4112305	4113166	Thank you again.
4113206	4115290	Let's continue to support this project.
4124247	4124768	Good morning.
4124788	4126069	Which items would you like to speak to?
4126350	4128772	Number thirty six and public comment please.
4128792	4129754	Okay, so you have one for each.
4129774	4131235	Go ahead.
4131255	4135741	Mr. President and council members, thank you very much for the opportunity to talk to you today.
4135801	4137743	My name is Bruce Hayman.
4137803	4151740	I'm the executive director for Los Angeles Maritime Institute where we operate the two official tall ships and tall ship ambassadors of the city of Los Angeles and serve about five to seven thousand kids from the LA area.
4151720	4179654	I also am a recent past board chair for the San Pedro chamber of commerce and I can tell you this item number 36 we've reviewed many times had in many different councils we've been involved with all of the Sequa process and I think it's been done very well by the port and the applicant and so we're recommending and requesting that you deny the appeal and uphold the unanimous action taken by the Harbor Commission.
4179874	4180815	Thank you very much.
4188524	4189125	Good morning, sir.
4189145	4190487	Which items would you like to speak to?
4190507	4191048	Good morning, sir.
4191469	4196216	Item 36 in general public comment, and I promise to stay on topic, Mr. President and colleagues.
4197498	4198781	It's great to be before you.
4199041	4200323	It's a reunion of sorts.
4201124	4205411	Today, colleagues, I come to you as a lifelong resident of San Pedro.
4205431	4214025	And as you know, during my time on this council, the revitalization of the LA waterfront was my mission, was our mission.
4214005	4215887	It was more than just a project.
4216007	4221354	It was a commitment to giving San Pedro the world-class destination it has long deserved.
4221774	4227001	And we're so blessed that our very own Councilmember Tim McOsker sees it this way as well.
4227021	4236452	In fact, it's been a seamless transition of leadership, and we thank you, Tim, for your leadership and commitment to our community, especially on this item.
4236601	4244760	Now, colleagues, what's before you today, the West Harbor Amphitheater, is the direct result of more than 20 years of work by this community.
4245462	4254222	Community members, port stakeholders, small businesses, we all showed up, we participated, and we shaped this plan from the ground up.
4254202	4261114	Now, to challenge these approvals in the bottom of the ninth inning, after all that effort, is not just a delay.
4261836	4266384	It's a true disregard for the will of the people who built this vision.
4267225	4269510	This amphitheater is not a luxury.
4269990	4271974	It's our birthright.
4271954	4277681	It reflects the soul of the waterfront, where culture, entertainment, and community finally come together.
4278282	4280485	The cranes built our economy.
4280585	4283609	This amphitheater will build our identity.
4284170	4293541	So I urge you, colleagues, to uphold the original decision of the Board of Harbor Commissioners and deny the appeal and finish what San Pedro started.
4294082	4294823	Thank you.
4304422	4306169	Good morning, which items would you like to speak to?
4306189	4308498	17 in general public comment.
4308518	4312575	Okay, so item 17 is not open, but you can speak to it during general, so you have one minute for general public comment.
4312695	4313217	Go ahead.
4313888	4314449	Good morning.
4314529	4315690	My name is Sarah Hernandez.
4315790	4327243	I am the Vice President of the LA Community College District, and I don't have to tell you all, LA's housing crisis is one of our generation's most defining challenges, and it's a situation that requires urgent action.
4327884	4337635	Recognizing the need for this action, the district has set an ambitious goal to provide student and workforce housing for our students and our district employees.
4337615	4340259	We have the land and we have the money.
4340339	4346369	Through Measure LA, we have $500 million in affordable housing set aside for affordable housing.
4346690	4354402	To give you a snapshot of our district, we educate more black and brown students than the entire CSU and UC system combined.
4354943	4357227	We educate more aged out foster youth.
4357207	4362114	more immigrants, more students with disabilities, and more veterans than any other community college district.
4362495	4365079	And so it is absolutely imperative that we address this issue.
4365179	4369385	One in five of our students are homeless, over half are housing insecure.
4369826	4379641	So we are really excited about the partnership that the City of Los Angeles is offering through Councilmember Gavrowski's motion for item 17.
4379761	4380102	Thank you.
4383066	4383687	Next speaker.
4392661	4393162	Good morning.
4393242	4394444	Which items would you like to speak to?
4394485	4398793	I'd like to request one minute for general public comment and one for item 36.
4399354	4400416	Okay, you will have one minute for each.
4400436	4401218	Go ahead.
4401238	4410295	Okay, council members, I'm Liz Schindler-Johnson as the director of San Pedro's Grand Vision Foundation, the Friends Group to the city-owned historic Warner Grand Theater.
4410716	4414804	I've dedicated many years to bringing music and arts to San Pedro
4414784	4418751	And finally, we have a project that can do this on a large scale.
4419232	4425944	I urge you to affirm the Trade Travel and Tourism Committee's vote to deny the appeal against the West Harbor SEIR.
4426525	4433618	The planned 6,200-seat amphitheater at West Harbor is a catalytic project for the entire city of Los Angeles.
4433918	4439408	West Harbor is already incorporating union trades, and San Pedro is a proud union town.
4439388	4443536	The project will deliver thousands of good jobs and needed economic vitality.
4443936	4449226	We're also home to one of the few accessible waterfronts in the city of Los Angeles.
4449567	4451530	Let's maximize this resource.
4452092	4456039	Let's change San Pedro from a cul-de-sac to a destination.
4456840	4459926	Please let this project move forward and deny the appeal.
4460367	4461008	Thank you.
4463165	4466289	Before the next speaker begins, I would like to call the following names.
4466509	4469974	Gabby Medina, Cesar Gutierrez, Angela Jimenez.
4476222	4476622	Good morning.
4476662	4477924	Which items would you like to speak to?
4478384	4482690	I'd like to speak to, please, item 36 and to general comment.
4482790	4483911	OK, so you have one minute for each.
4483931	4484292	Go ahead.
4484312	4485674	Thank you.
4485694	4488717	Good morning, council president, esteemed council members.
4489498	4491501	My name's Andrew Silber.
4491481	4496426	I live in San Pedro with my family and moved there 30 years ago.
4496446	4508760	I urge you all to stand with San Pedro, with Los Angeles, with the future of our city by supporting the findings yesterday of the Trade, Travel and Tourism Committee.
4509861	4516408	Uphold the Los Angeles Board of Harbor Commission's approval of the West Harbor Modification Project.
4516793	4522499	and include certification of the Supplemental Environmental Impact Report.
4523520	4527564	I've been happy to call San Pedro home since 1995.
4528705	4534211	My wife and I raised our family there and ran a thriving restaurant in the center of their downtown.
4535372	4546463	I've seen firsthand the potential of this community and I know without question that West Harbor is the bold, transformative project we need to fulfill that potential.
4547860	4548281	Thank you.
4555971	4556412	Good morning.
4556853	4557273	Good morning.
4557333	4558134	Which items?
4558154	4559596	36 and public comment.
4559617	4559857	Thanks.
4559877	4560898	You have one minute for each.
4560918	4561619	Go ahead.
4561639	4562340	Councilwoman Hood.
4562821	4563302	Good morning.
4563342	4571353	My name is Gabby Medina and it is my pleasure to be here today to speak to you on this very important development happening in our community of San Pedro.
4571333	4582588	Not only did I witness this project firsthand working for Councilmember Buscaino, but I was very impressed to see the level of commitment and honestly the level of just relentlessness from this community behind me.
4583028	4592160	They taught me what it's like to be united, not just with themselves, but with other agencies like the Port of Los Angeles, the developers, and everyone working into it.
4592140	4598930	And so I just wanted to say thank you to T3, particularly our council member, Tim McCosker, for fighting like our champion yesterday.
4599370	4606160	Councilwoman Park, you truly understand what it's like to be on this side and now on your side, and Councilwoman Monica Rodriguez.
4606560	4621962	I think you all saw exactly what needed to be seen, which is not just years, but decades of relentless fighting on behalf of this community and ensuring that this project reflects the vision and the heart, not just of San Pedro, but also the city of Los Angeles.
4621942	4629975	We have the Hollywood Bowl, we have the Ford, we have the Greek theater, and one day we will have the amphitheater at West Harbor.
4630295	4635844	And we welcome all of you to take joy and pride in this project because it's yours just as much as it is ours.
4636285	4644358	And I just want to say thank you so much, particularly the staff at the port who has poured countless hours in making sure that this project was successful.
4644818	4647122	And honestly, the Johnson family.
4647102	4649545	Truly, it's unbelievable.
4649645	4655553	Usually developers come into our communities, they build, it's never really to our standards, and then they leave.
4655933	4663823	These community members are part of our city, they're part of our neighborhood, and they have been there from the beginning, and I know that they will not leave.
4664083	4666466	This is part of them as much as it is part of us.
4667047	4668489	Thank you, everyone, for listening today.
4672173	4676839	I would like to call up Van Meisel, Abdullah Mohammed, and Luis Rivera.
4706722	4707243	Good morning.
4707283	4711029	Which items would you like to speak to?
4712832	4714235	Public comment.
4714435	4718622	Okay, so you have one minute.
4718642	4719103	Go ahead.
4719123	4719544	Okay.
4719564	4722689	Hello, my name is Aida Rivera.
4722749	4731885	I am a member of ACI and I live in LA.
4732810	4752635	We want to move forward with the petition for rent to be decreased.
4753436	4757300	And we also want to make sure that landlords make the repairs that are needed.
4757921	4761045	And we want inspectors to take pictures before and after.
4762308	4791758	I also want to ask you, I mean, to ask the landlords not to, if they don't make the repairs, not to increase that 3%.
4792531	4798559	How is it possible that we pay rain on time and when I ask them to fix my stove, they never come?
4799921	4817323	I've asked the owners for repairs and they never come.
4818637	4822501	The bathroom door has fallen and I've called them three times.
4823001	4824943	It fell on top of my child.
4825604	4826885	And how is that possible?
4827986	4842060	That's why I'm asking you to vote for the landlords not to be able to increase that 3% on rent.
4842921	4843341	Gracias.
4843821	4844442	Thank you.
4847138	4853027	I would like to call up the following names, Dominga Solosano, Diana Dean, Go Puppet.
4858535	4859036	Good morning.
4859076	4860458	Which items would you like to speak to?
4860498	4862180	Good morning, everybody.
4862240	4863382	How you doing?
4863402	4864163	I have a question.
4864283	4866126	Is 16 on the agenda?
4867321	4874169	Item number 16 is not open for public comment, because public comment was satisfied at committee, but you can speak to it during general if you'd like.
4874630	4875611	Well, give me general.
4876132	4879576	Could I get two minutes since 16 is not there?
4879596	4881538	Could I get two minutes of public comment?
4881558	4884702	We have to give everybody the same amount of time, so I'm going to give you one minute for general public comment.
4884722	4885202	I thought I asked, man.
4885222	4885543	That's all.
4885563	4886304	Thank you for your patience.
4886324	4886664	Go ahead.
4886684	4887625	I just thought I asked.
4887645	4888266	That's all.
4889579	4900934	We're asking the city council to focus on ensuring that the 03% LARSO-LA rent stabilization on this formula and the other KLA-H demands.
4901635	4904318	You have been aware of this issue for over a year.
4905179	4911888	And it is clear that the community union, faith-based organizations, and small landlords support 03.
4912248	4917375	If people don't understand what 03 is, it's zero floor and 3%
4918503	4919764	cap on rent.
4919824	4924970	So I just thought that I'd explain that to you so you understand what zero three means, okay?
4925851	4932038	Now, with the raise and the Trump budget cuts, our lives will get more difficult economically.
4932158	4935722	At least you politicians can do is to cap the rent at 3%.
4936622	4937724	You know what I was saying?
4938004	4939265	Rent is too damn high.
4939866	4943950	So this is what we're talking about when we say cap the rent at 3%.
4944411	4945472	Thank you.
4958328	4960371	Good morning.
4960411	4961873	Which items would you like to speak to?
4961913	4964978	My name is Dominga Solorsano.
4965078	4973551	And I'm a member of ACE.
4974172	4978118	I'm going to make a public comment.
4978298	4980421	Okay, so you have one minute.
4980441	4981162	Go ahead.
4981923	4982985	A general one as well.
4984619	5007437	We support the recommendations from the Housing Committee, but we should go further to improve the CEP.
5008919	5020739	Y la petición de reducción de renta, si el dueño no hace reparos, aseguramos que los inspectores tomen fotos del antes y después.
5023544	5032800	And to support the petition to reduce rent and for when landlords don't make the repairs for inspectors to take pictures before and after.
5033607	5041758	de las reparaciones para tener mejor transparencia, asegurarse de la calidad de los reparos.
5043380	5053994	Before and after the repairs to get more transparency and to make sure that those repairs are made with good quality.
5054956	5061825	Que hacen los dueños y necesitamos que el departamento pueda hacer una prueba de MOH.
5064758	5077654	that the owners make, and we also want mold tests for the apartments.
5078765	5080328	Because it's not fair for us.
5080448	5082151	I come from a low-income family.
5083133	5098379	My spouse is the only one who works, so we have to pay rent.
5098519	5100823	And if the rent goes up, we won't be able to pay.
5102575	5108287	And actually, can I ask the interpreters, can you ask the previous speakers to stand at the side really quick?
5108508	5117327	Just have a question for her.
5144324	5147308	So I'm being told that Mr. Herman has the handheld mic.
5147368	5151093	Mr. Herman, you have three minutes for the items and one minute for general public comment.
5151374	5152295	I see it being handed now.
5152315	5154738	Go ahead.
5154758	5155319	Thank you.
5155640	5159305	I like to speak on all items.
5161027	5169118	Tons of fun carving on the so-called rent escrow bullshit pumpkin head.
5171221	5174145	I believe that you are indiscriminately
5175020	5178225	violating everyone's constitutional right.
5178866	5180628	This is not open for public comment.
5180648	5181529	I'm getting to the damn lean.
5181549	5183312	Hold on a second.
5183452	5184193	Pause this time.
5184534	5186597	This is not on the agenda.
5186757	5187658	You know the rules.
5188139	5190723	I appreciate that you did not disrupt this meeting earlier.
5190903	5191704	I sincerely do.
5192105	5194328	But you need to listen to the instructions.
5194308	5199356	So item number 16, the REAP item, is not open for public comment.
5199797	5202180	So I'm going to ask that you please move on to the other items.
5202361	5214440	As a courtesy, I will repeat, the items open for public comment on the agenda are items 1 and 2, items 4 through 6, item 36, and items 39 and 40.
5214780	5217845	So again, please stick to the items, or I'm going to move you to general public comment.
5218086	5218987	This is your only warning.
5219227	5222172	So like I said, on item 1,
5222455	5229202	on my tons of fun carving on this issue under the fat burger over there, Ulysses.
5229723	5245840	The lean for abatement costs over and discriminately, see, cause people to lose their homes and become homeless like the naked man you saw this morning behind me, Miss Fat Burger.
5247181	5248943	And look at you, Ramen Noodle.
5248963	5250324	You were out there, weren't you?
5250484	5251045	Oh, no, no.
5251649	5256481	That was Giuardo on item number three, Noodle.
5257343	5258265	Noodle, Noodle, Noodle.
5258285	5260230	Item number three has been continued.
5260270	5262175	It is not open for public comment.
5262195	5263217	This is your second warning.
5263238	5263859	If it happens again.
5263879	5266085	Item number four.
5266405	5266987	Quatro.
5267187	5268230	Quatro puto.
5268490	5269152	Quatro.
5270768	5291654	Entonces, pinche puto jodido en los cosas que están importante en el lugar de propiedad puto es el 6803 pinche mierda de boca North Aldea Avenue.
5291814	5297181	Gracias por su cuenta, pinche mendigo.
5297735	5307207	On item number 17 fuck item 17 Okay, so item number 17 is not open for public comment.
5307347	5310491	I have been very patient today I've asked you three times stay on topic.
5310531	5311853	I'm gonna move you to general public comment.
5311873	5312534	You have one minute.
5312574	5321886	Go ahead You racist discriminatory fool
5322625	5331842	Why did you have to violate my civil rights under the color of authority to accuse me of using my cane as a weapon?
5332143	5332984	It's not a weapon.
5333465	5340458	If you want my banana, motherfucker, come outside and I'll give you bananas off the tree, you chongle fucking Korean.
5341119	5342642	I'm not the one eating dog.
5342622	5352575	I've never thought of eating dog and all those fucking Koreans in Hyundai that Donald J. Trump sent back to your fucking country.
5352995	5355999	You come in through due process, you motherfuckers.
5356900	5362487	All you fucking illegal motherfuckers come into my motherfucking country illegally.
5362467	5365391	Donald J. Trump, you're a hero.
5365912	5367374	Newscum's an asshole.
5367594	5373343	Vote no on 50 and that dumb bitch Viragosa, suck a banana too.
5373503	5373903	Thank you.
5373923	5375205	And your time has expired.
5375325	5380974	Ladies and gentlemen, I believe we're going to call a few more names in just a minute, but I really appreciate everyone's patience here.
5381775	5384779	The views expressed by the previous speaker do not
5384759	5391972	Do not mirror or express the views of this body or anyone sitting around this horseshoe collectively or individually.
5392513	5394337	Again, we really appreciate your patience.
